soil_type,ph_level,nitrogen,phosphorus,potassium,moisture_level,irrigation_type,soil_health_score,crop_1,crop_2,crop_3,disease_risk,weather_rainfall_mm,temperature_c,humidity_percent,profit_estimate,image_url
Sandy,6.88,29,40,41,69,Flood,91,Groundnut,Groundnut,Maize,High,50,33,67,57603,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/18.jpg
Silty,5.89,33,17,31,67,Flood,67,Vegetables,Vegetables,Maize,Medium,53,31,72,40019,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/166.jpg
Sandy,6.09,46,27,35,62,Flood,52,Cotton,Rice,Barley,Medium,106,29,67,22053,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/241b.jpg
Sandy,5.76,23,19,22,32,Drip,87,Maize,Barley,Maize,Low,50,27,53,33404,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/224.jpg
Sandy,7.18,58,35,23,52,Drip,84,Sugarcane,Rice,Rice,Medium,67,35,77,31429,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/18b.jpg
Clay,7.29,56,28,50,37,Sprinkler,81,Soybean,Maize,Groundnut,Medium,195,34,64,37775,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/23.jpg
Clay,6.92,44,32,34,41,Sprinkler,68,Sugarcane,Millet,Rice,Medium,69,20,64,45008,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/230.jpg
Loamy,7.36,53,40,44,44,Drip,77,Vegetables,Vegetables,Maize,Low,76,32,82,78670,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/235.jpg
Clay,6.27,48,23,48,44,Sprinkler,57,Millet,Wheat,Rice,Low,189,23,70,34157,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/182.jpg
Sandy,5.61,41,29,21,64,Sprinkler,83,Maize,Wheat,Cotton,Low,158,20,52,66587,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/154.jpg
Silty,6.01,33,31,26,46,Drip,74,Sugarcane,Maize,Millet,Low,193,31,48,74801,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/180.jpg
Clay,6.54,28,20,50,45,Flood,80,Barley,Sugarcane,Groundnut,Low,64,31,50,62002,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/178.jpg
Loamy,6.82,31,32,33,47,Drip,92,Soybean,Cotton,Millet,High,194,29,84,69003,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/231.jpg
Silty,5.72,36,37,49,80,Drip,84,Millet,Millet,Cotton,High,51,35,45,37451,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/2.jpg
Loamy,7.04,32,18,21,45,Drip,57,Cotton,Sugarcane,Barley,High,63,28,83,65977,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/197.jpg
Silty,7.34,35,25,45,57,Flood,75,Maize,Cotton,Sugarcane,High,115,23,51,73467,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/240.jpg
Sandy,6.43,46,18,34,36,Drip,78,Sugarcane,Groundnut,Maize,Low,78,22,80,56796,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/223.jpg
Loamy,6.0,36,34,27,71,Sprinkler,95,Rice,Millet,Wheat,Medium,121,32,61,71335,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/230a.jpg
Loamy,5.64,54,17,21,71,Drip,58,Barley,Soybean,Groundnut,High,163,30,86,77840,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/151.jpg
Silty,7.4,42,37,31,47,Flood,91,Barley,Groundnut,Vegetables,Medium,58,29,52,67594,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/244.jpg
Loamy,6.65,59,27,21,70,Drip,95,Barley,Groundnut,Barley,Medium,151,27,89,75067,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/207.jpg
Clay,7.32,25,38,24,56,Flood,63,Cotton,Cotton,Rice,High,76,30,57,71498,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/243.jpg
Sandy,6.14,60,36,50,34,Sprinkler,75,Maize,Soybean,Rice,High,160,28,51,51582,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/170.jpg
Loamy,7.12,29,40,40,74,Drip,86,Cotton,Maize,Vegetables,Medium,135,31,60,51788,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/186.jpg
Loamy,5.68,52,15,40,75,Drip,53,Sugarcane,Rice,Barley,High,179,28,72,30095,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/150.jpg
Silty,5.79,48,39,42,54,Drip,53,Rice,Wheat,Vegetables,Low,67,27,84,37122,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/144a.jpg
Sandy,7.04,38,20,35,61,Flood,82,Soybean,Soybean,Wheat,High,188,32,74,66888,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/232.jpg
Sandy,6.92,35,22,26,52,Drip,80,Maize,Millet,Groundnut,High,172,27,84,28981,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/219.jpg
Sandy,6.29,21,33,34,44,Sprinkler,69,Vegetables,Millet,Groundnut,High,111,28,78,77812,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/210.jpg
Loamy,5.7,49,37,24,74,Flood,74,Sugarcane,Rice,Soybean,Medium,99,30,64,63754,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/183.jpg
Clay,6.38,36,21,32,35,Sprinkler,61,Sugarcane,Sugarcane,Rice,High,158,22,80,63693,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/16a.jpg
Clay,5.86,37,18,34,40,Sprinkler,87,Maize,Barley,Vegetables,Medium,173,23,57,23703,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/152.jpg
Silty,7.31,44,18,40,73,Drip,92,Soybean,Maize,Cotton,Low,91,32,89,35714,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/218.jpg
Clay,5.93,59,22,30,44,Drip,88,Barley,Sugarcane,Groundnut,Low,176,22,44,28024,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/229.jpg
Silty,7.34,48,27,42,64,Flood,80,Cotton,Maize,Wheat,Low,160,26,60,37446,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/234.jpg
Sandy,6.97,32,40,26,77,Sprinkler,52,Rice,Groundnut,Rice,Low,118,20,87,61877,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/241a.jpg
Silty,6.64,20,17,29,73,Sprinkler,83,Groundnut,Millet,Vegetables,Medium,77,29,50,48257,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/209.jpg
Silty,6.81,60,33,32,44,Flood,90,Soybean,Vegetables,Soybean,Low,51,33,50,34714,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/191a.jpg
Sandy,6.39,31,35,27,38,Flood,81,Wheat,Wheat,Sugarcane,Medium,64,22,48,56988,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/173.jpg
Silty,6.37,57,16,38,62,Sprinkler,55,Rice,Groundnut,Vegetables,Medium,96,21,71,42980,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/193.jpg
Loamy,5.85,31,32,21,54,Flood,62,Groundnut,Vegetables,Rice,Medium,178,32,53,58132,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/243a.jpg
Clay,6.88,23,29,35,49,Sprinkler,74,Groundnut,Maize,Cotton,Medium,91,25,81,37202,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/159.jpg
Sandy,6.79,29,31,41,52,Drip,54,Millet,Millet,Groundnut,Low,126,21,67,54752,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/217.jpg
Sandy,7.08,52,33,36,37,Sprinkler,81,Sugarcane,Wheat,Wheat,Low,138,32,53,36912,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/225.jpg
Clay,6.08,31,16,48,42,Drip,70,Sugarcane,Groundnut,Vegetables,Low,126,31,56,48690,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/239.jpg
Sandy,6.97,35,20,43,43,Flood,79,Soybean,Barley,Vegetables,Low,58,23,82,53413,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/207a.jpg
Sandy,7.29,27,30,45,60,Flood,90,Groundnut,Millet,Groundnut,Medium,151,30,75,31004,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/216.jpg
Clay,6.33,36,32,50,31,Drip,80,Barley,Barley,Millet,Low,64,34,58,73112,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/15.jpg
Sandy,6.94,51,28,23,55,Sprinkler,88,Soybean,Millet,Millet,High,107,26,43,61436,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/177.jpg
Sandy,6.73,40,29,46,55,Flood,65,Sugarcane,Maize,Millet,Low,173,21,45,60866,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/164.jpg
Sandy,6.72,27,27,34,34,Drip,78,Wheat,Soybean,Cotton,High,84,21,60,28360,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/189.jpg
Clay,5.81,32,15,26,59,Drip,80,Groundnut,Wheat,Soybean,Medium,191,32,67,35512,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/237.jpg
Sandy,6.29,36,25,41,78,Drip,73,Vegetables,Groundnut,Soybean,Low,120,29,78,31051,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/206.jpg
Silty,5.54,33,21,42,37,Flood,69,Barley,Groundnut,Vegetables,Low,190,23,42,40602,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/241.jpg
Clay,6.03,41,34,47,52,Drip,64,Vegetables,Wheat,Vegetables,Medium,67,33,42,57966,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/203.jpg
Silty,6.2,42,24,24,36,Sprinkler,63,Cotton,Wheat,Vegetables,Low,122,21,61,33678,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/242.jpg
Sandy,6.56,57,16,35,32,Drip,76,Millet,Wheat,Sugarcane,High,98,23,81,41603,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/211.jpg
Loamy,5.9,59,27,40,64,Sprinkler,88,Sugarcane,Groundnut,Vegetables,Low,182,20,84,25553,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/179.jpg
Clay,7.18,25,21,21,41,Drip,56,Millet,Millet,Millet,Medium,129,29,53,73194,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/215.jpg
Clay,7.28,53,25,39,69,Sprinkler,68,Soybean,Cotton,Millet,Medium,90,28,90,25747,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/161.jpg
Silty,6.7,37,29,28,55,Sprinkler,56,Maize,Wheat,Cotton,Medium,178,20,90,31830,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/163.jpg
Clay,6.88,31,29,50,34,Drip,68,Millet,Cotton,Millet,Medium,67,22,56,71732,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/155.jpg
Silty,5.64,38,40,30,32,Flood,91,Sugarcane,Soybean,Soybean,High,78,33,70,53977,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/213.jpg
Silty,6.97,31,37,41,57,Flood,69,Barley,Barley,Cotton,Medium,61,26,46,61488,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/195.jpg
Sandy,7.3,57,35,48,43,Drip,83,Groundnut,Maize,Wheat,Low,165,28,50,56098,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/233.jpg
Silty,7.39,29,17,38,31,Drip,67,Soybean,Groundnut,Sugarcane,Low,163,25,40,39354,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/188.jpg
Loamy,6.4,20,16,28,42,Drip,68,Groundnut,Cotton,Vegetables,Low,195,31,82,46498,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/17.jpg
Loamy,7.29,45,35,40,31,Sprinkler,94,Cotton,Millet,Sugarcane,High,128,20,87,69898,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/183b.jpg
Sandy,5.72,52,25,41,80,Sprinkler,73,Sugarcane,Barley,Rice,High,128,28,62,46439,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/22.jpg
Clay,5.56,49,24,49,36,Sprinkler,55,Barley,Cotton,Groundnut,Medium,129,35,80,59180,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/213b.jpg
Loamy,6.01,36,28,36,68,Drip,71,Cotton,Cotton,Groundnut,Medium,195,31,84,64741,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/24.jpg
Silty,6.89,41,15,35,78,Sprinkler,72,Barley,Maize,Groundnut,Low,181,24,54,23895,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/184.jpg
Silty,6.19,27,37,29,66,Drip,68,Wheat,Wheat,Maize,Medium,66,24,82,21611,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/198.jpg
Silty,6.72,46,36,46,76,Drip,87,Soybean,Sugarcane,Maize,Low,169,26,74,48007,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/20.jpg
Silty,6.11,47,21,48,42,Sprinkler,75,Groundnut,Vegetables,Wheat,High,116,35,59,55750,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/174.jpg
Sandy,6.06,27,25,20,45,Sprinkler,85,Barley,Wheat,Cotton,Low,106,22,75,46648,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/214.jpg
Loamy,6.93,33,28,22,69,Sprinkler,55,Wheat,Vegetables,Vegetables,High,145,28,70,56062,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/175.jpg
Silty,6.49,33,18,32,67,Drip,75,Wheat,Vegetables,Groundnut,Medium,200,22,64,29925,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/185.jpg
Sandy,5.54,21,34,35,43,Flood,52,Groundnut,Soybean,Millet,Low,102,33,83,78745,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/16.jpg
Clay,5.78,24,15,39,41,Drip,88,Vegetables,Wheat,Vegetables,Low,58,31,48,59630,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/227.jpg
Silty,5.6,51,18,38,31,Flood,54,Wheat,Maize,Maize,High,133,22,55,40577,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/162.jpg
Loamy,6.04,22,39,39,78,Sprinkler,91,Wheat,Cotton,Maize,Low,191,35,79,27040,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/18a.jpg
Silty,6.54,27,23,43,41,Flood,51,Sugarcane,Groundnut,Millet,Medium,172,28,47,25705,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/146.jpg
Clay,6.23,52,29,50,75,Sprinkler,51,Sugarcane,Wheat,Soybean,High,160,26,67,65730,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/171.jpg
Clay,7.2,28,15,50,36,Sprinkler,55,Rice,Rice,Millet,Low,105,32,84,48441,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/194.jpg
Sandy,5.96,50,34,26,33,Flood,51,Rice,Sugarcane,Cotton,High,74,33,45,73947,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/245.jpg
Loamy,7.12,43,29,38,36,Drip,66,Soybean,Wheat,Rice,High,93,34,53,24004,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/236.jpg
Silty,6.91,40,32,23,69,Flood,91,Sugarcane,Maize,Sugarcane,Medium,85,29,48,38499,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/205.jpg
Loamy,6.33,39,35,47,46,Sprinkler,77,Rice,Wheat,Soybean,Low,93,34,88,55964,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/153.jpg
Loamy,6.8,46,36,36,43,Flood,87,Vegetables,Vegetables,Soybean,Medium,158,21,89,78285,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/19.jpg
Loamy,5.72,60,40,28,64,Flood,62,Soybean,Soybean,Rice,High,56,26,57,79111,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/147.jpg
Clay,6.26,30,15,21,47,Sprinkler,51,Rice,Soybean,Maize,Low,82,23,59,43699,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/145.jpg
Clay,6.09,56,26,26,79,Drip,72,Groundnut,Cotton,Vegetables,High,84,29,45,20456,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/183a.jpg
Silty,5.83,59,29,42,65,Flood,61,Maize,Barley,Millet,Low,133,27,57,46798,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/148.jpg
Sandy,6.08,31,39,36,32,Sprinkler,86,Barley,Sugarcane,Millet,High,75,21,86,26805,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/176.jpg
Loamy,6.25,55,27,33,36,Flood,70,Wheat,Groundnut,Vegetables,Low,73,26,61,30560,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/228.jpg
Loamy,6.65,32,38,38,39,Sprinkler,74,Groundnut,Vegetables,Cotton,Medium,136,22,47,51297,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/212.jpg
Sandy,5.57,37,36,27,48,Drip,77,Maize,Vegetables,Sugarcane,High,122,26,52,70665,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/201.jpg
Loamy,6.51,26,15,45,73,Flood,57,Cotton,Cotton,Cotton,Medium,55,20,45,43129,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/167.jpg
Silty,7.24,40,34,34,46,Sprinkler,78,Millet,Vegetables,Millet,Low,50,29,80,47967,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/244a.jpg
Silty,7.47,21,32,42,41,Flood,85,Wheat,Groundnut,Millet,High,142,32,54,56241,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/163a.jpg
Silty,7.28,36,39,42,78,Sprinkler,91,Wheat,Wheat,Wheat,Low,125,31,51,45276,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/199.jpg
Clay,6.19,58,36,38,45,Flood,55,Wheat,Sugarcane,Vegetables,Medium,132,32,55,36069,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/226.jpg
Sandy,5.84,30,28,23,41,Sprinkler,69,Barley,Millet,Rice,High,147,24,63,40404,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/187.jpg
Clay,6.09,59,23,36,76,Flood,93,Cotton,Vegetables,Vegetables,Low,87,27,70,73426,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/238.jpg
Clay,6.34,44,27,41,73,Sprinkler,94,Barley,Wheat,Groundnut,Low,176,33,69,20729,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/84.jpg
Sandy,5.59,50,30,37,35,Drip,58,Rice,Vegetables,Soybean,Low,134,35,75,51002,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/47.jpg
Clay,6.07,25,34,28,48,Sprinkler,67,Barley,Cotton,Sugarcane,Low,185,32,46,55863,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/35.jpg
Silty,5.68,43,19,32,55,Drip,87,Rice,Barley,Rice,Medium,178,28,44,63520,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/59.jpg
Clay,7.36,59,18,21,46,Drip,90,Millet,Barley,Rice,High,110,34,62,49925,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/4.jpg
Silty,6.0,59,33,38,72,Flood,51,Rice,Cotton,Groundnut,Medium,120,23,60,72819,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/58.jpg
Silty,6.04,52,22,26,39,Flood,71,Barley,Groundnut,Cotton,Medium,166,25,85,67810,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/95.jpg
Clay,6.85,57,36,38,64,Drip,61,Barley,Sugarcane,Vegetables,High,170,33,43,63818,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/6a.jpg
Clay,7.01,29,29,43,66,Drip,56,Vegetables,Cotton,Soybean,High,127,25,52,30957,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/42.jpg
Sandy,5.95,48,38,39,79,Sprinkler,54,Soybean,Soybean,Barley,Low,186,24,45,28631,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/254.jpg
Sandy,6.31,20,21,48,69,Drip,60,Vegetables,Maize,Wheat,Medium,82,32,54,43409,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/31.jpg
Silty,6.73,59,29,25,45,Flood,91,Groundnut,Barley,Groundnut,Low,99,26,44,68205,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/36a.jpg
Loamy,6.65,33,23,47,67,Flood,74,Millet,Vegetables,Groundnut,Medium,79,27,43,78191,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/34.jpg
Silty,5.69,43,23,21,61,Flood,61,Groundnut,Barley,Cotton,High,146,33,81,77599,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/248.jpg
Loamy,6.97,21,28,27,75,Sprinkler,50,Rice,Sugarcane,Cotton,Low,92,29,66,28398,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/29c.jpg
Sandy,5.98,21,19,46,42,Drip,52,Maize,Vegetables,Sugarcane,High,138,32,42,33052,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/82.jpg
Silty,7.47,31,17,28,40,Sprinkler,66,Vegetables,Barley,Cotton,Medium,131,23,88,43524,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/247.jpg
Sandy,5.59,37,25,44,43,Sprinkler,58,Rice,Vegetables,Cotton,High,98,29,88,25006,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/39.jpg
Clay,7.25,57,35,39,53,Sprinkler,89,Wheat,Rice,Maize,High,110,24,59,76868,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/75.jpg
Sandy,6.22,41,21,20,52,Drip,63,Rice,Soybean,Rice,Low,51,25,58,55745,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/57a.jpg
Silty,6.86,44,27,34,33,Sprinkler,69,Millet,Millet,Wheat,High,86,32,89,77651,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/79.jpg
Sandy,5.68,59,38,49,70,Flood,50,Cotton,Barley,Maize,High,159,33,82,73268,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/69.jpg
Sandy,6.82,31,25,23,43,Drip,90,Rice,Millet,Vegetables,High,160,21,60,41169,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/251.jpg
Sandy,6.08,52,16,41,34,Drip,87,Soybean,Rice,Maize,High,80,35,82,70121,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/45.jpg
Silty,6.72,25,19,49,47,Flood,71,Cotton,Barley,Maize,High,64,21,56,33861,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/81.jpg
Loamy,6.56,38,28,20,65,Sprinkler,51,Maize,Groundnut,Maize,Low,170,32,64,36680,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/74.jpg
Sandy,5.62,56,34,29,63,Flood,70,Millet,Sugarcane,Groundnut,High,101,32,87,27665,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/252a.jpg
Clay,6.55,56,25,39,73,Sprinkler,85,Maize,Sugarcane,Millet,High,161,20,66,44736,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/61.jpg
Sandy,5.98,52,20,48,55,Drip,71,Barley,Wheat,Soybean,High,135,32,40,51068,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/36.jpg
Sandy,5.82,41,18,21,70,Drip,59,Vegetables,Barley,Wheat,Low,163,31,66,63834,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/6.jpg
Silty,6.45,22,37,43,70,Drip,61,Barley,Millet,Maize,Low,159,29,52,73849,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/48.jpg
Sandy,6.1,24,31,24,72,Drip,59,Soybean,Wheat,Maize,Medium,106,34,50,77054,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/29.jpg
Loamy,6.61,21,29,28,63,Drip,53,Rice,Vegetables,Barley,Medium,181,23,61,51220,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/37.jpg
Clay,5.67,23,28,26,72,Drip,57,Groundnut,Soybean,Maize,Low,77,25,80,45865,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/97b.jpg
Sandy,6.1,50,39,37,61,Sprinkler,68,Cotton,Millet,Maize,High,153,24,79,28939,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/33.jpg
Loamy,5.72,28,31,47,40,Flood,57,Barley,Rice,Maize,Medium,111,28,42,52145,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/98.jpg
Silty,6.57,44,18,22,34,Flood,77,Millet,Wheat,Vegetables,Medium,57,32,72,41294,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/56.jpg
Clay,6.33,36,28,26,37,Sprinkler,76,Vegetables,Barley,Wheat,Low,71,34,82,21266,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/77.jpg
Silty,5.99,50,24,35,33,Sprinkler,54,Groundnut,Rice,Wheat,Low,53,30,90,26366,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/93.jpg
Silty,7.31,42,35,50,44,Drip,76,Millet,Cotton,Cotton,High,160,28,48,70018,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/62.jpg
Sandy,7.01,42,39,38,36,Sprinkler,57,Sugarcane,Barley,Sugarcane,High,199,21,42,48239,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/52.jpg
Sandy,6.14,53,18,20,70,Flood,57,Wheat,Barley,Groundnut,High,95,28,84,22816,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/41.jpg
Loamy,7.41,22,26,49,76,Drip,63,Soybean,Millet,Millet,Low,57,23,57,26020,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/26.jpg
Silty,7.21,30,39,36,76,Flood,75,Cotton,Millet,Maize,High,170,23,80,37332,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/64.jpg
Loamy,5.63,28,32,27,43,Sprinkler,62,Barley,Maize,Groundnut,Medium,57,20,74,22401,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/8.jpg
Loamy,6.65,41,24,41,57,Flood,71,Millet,Barley,Rice,Medium,83,23,64,56045,/content/drive/MyDrive/dataset/CyAUG-Dataset/Arid_Soil/65.jpg
